ID;dteday;hr;weathersit;temp;atemp;hum;windspeed;season;casual
8797;07/01/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,2273;0,8;0,1343;;14
8798;07/01/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,28;0,303;0,75;0,0896;;43
88;04/01/2011;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2576;0,48;0,1045;;1
8803;07/01/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,37;0,2985;;132
8805;07/01/2012;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,54;0,5152;0,43;0,1343;;87
8807;07/01/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,52;0,5;0,42;0,1045;;44
8809;07/01/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,44;0,4394;0,44;0,2239;;22
8810;07/01/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,44;0,4394;0,38;0,2537;;16
8812;08/01/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,38;0,3939;0,4;0,2836;;14
8813;08/01/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,34;0,3333;0,42;0,194;;10
8814;08/01/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,36;0,3333;0,37;0,2836;;10
8815;08/01/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,34;0,3333;0,42;0,1343;;6
8816;08/01/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,32;0,303;0,49;0,2537;;2
8817;08/01/2012;5;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,32;0,3333;0,49;0,1045;;0
8818;08/01/2012;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,3;0,3333;0,52;0;;0
8821;08/01/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,32;0,3333;0,53;0,1343;;23
8824;08/01/2012;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,38;0,3939;0,43;0,2239;;78
8825;08/01/2012;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,4;0,4091;0,37;0,2985;;77
8826;08/01/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,4;0,4091;0,4;0,194;;75
8827;08/01/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,4;0,4091;0,37;0,2836;;89
8829;08/01/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,38;0,3939;0,4;0,2239;;22
883;09/02/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,06;0,1061;0,49;0,1045;;4
8833;08/01/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,28;0,2727;0,56;0,2239;;10
8836;09/01/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2273;0,6;0,2239;;3
8839;09/01/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2424;0,52;0,1642;;0
884;09/02/2011;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,1;0,1364;0,42;0;;1
8842;09/01/2012;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2273;0,6;0,1343;;3
8846;09/01/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2879;0,6;0;;13
8852;09/01/2012;16;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,22;0,2576;0,87;0,0896;;3
8856;09/01/2012;20;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,2;0,2273;0,86;0,0896;;5
8862;10/01/2012;2;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2273;0,87;0,1642;;2
8865;10/01/2012;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,18;0,1818;0,93;0,194;;0
8866;10/01/2012;7;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,18;0,197;0,93;0,1642;;3
8870;10/01/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,42;0,4242;0,38;0,2985;;8
8873;10/01/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,42;0,4242;0,38;0,2985;;10
8875;10/01/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,42;0,4242;0,38;0,3582;;15
8877;10/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,4;0,4091;0,4;0,1045;;13
8878;10/01/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,38;0,3939;0,46;0,1045;;11
8882;10/01/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2727;0,81;0,1045;;3
8883;11/01/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,303;0,81;0;;2
8886;11/01/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,2727;0,8;0;;0
8888;11/01/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,2121;0,8;0,1343;;0
8893;11/01/2012;10;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,24;0,2424;0,87;0,1343;;13
8897;11/01/2012;14;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,32;0,3333;0,81;0,1045;;3
8898;11/01/2012;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;;0,3485;0,87;0,0896;;6
8899;11/01/2012;16;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,34;0,3182;0,87;0,2537;;6
8900;11/01/2012;17;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,34;0,3182;0,87;0,2239;;6
8902;11/01/2012;19;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,32;0,303;0,93;0,2239;;1
8903;;20;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,32;0,3182;0,93;0,1642;;2
8904;11/01/2012;21;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,34;0,3182;0,87;0,2239;;0
8908;12/01/2012;1;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,36;0,3485;0,93;0,194;;0
8909;12/01/2012;2;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,36;0,3485;0,93;0,2537;;1
8910;12/01/2012;3;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,36;0,3485;0,93;0,2537;;0
8913;12/01/2012;6;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,36;0,3485;0,93;0,1343;;1
8914;12/01/2012;7;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,34;0,3182;0,87;0,2836;;2
8916;12/01/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,32;0,3333;0,81;0,1045;;10
8918;12/01/2012;11;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,34;0,3485;0,81;0,1045;;18
8922;12/01/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,44;0,4394;0,72;0,1343;;32
8925;12/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,44;0,4394;0,67;0,194;;22
8928;12/01/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,44;0,4394;0,67;0,1343;;12
8929;12/01/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,38;0,3939;0,76;0,2985;;12
8932;13/01/2012;1;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,38;0,3939;0,76;0,2985;;0
8935;13/01/2012;4;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,32;0,2879;0,7;0,4925;;1
8936;13/01/2012;5;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,3;0,2424;0,7;0,5522;;0
8937;13/01/2012;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,26;0,2576;0,75;0,2239;;2
8939;13/01/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2121;0,52;0,3582;;11
8940;13/01/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,197;0,47;0,3881;;10
8948;13/01/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,28;0,2424;0,33;0,4179;;15
895;09/02/2011;19;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,14;0,1212;0,86;0,2537;;1
8950;13/01/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2424;0,38;0,2836;;7
8951;13/01/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2424;0,41;0,1642;;6
8952;13/01/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2121;0,41;0,2836;;7
8953;13/01/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,1818;0,47;0,3284;;7
8955;14/01/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,1818;0,47;0,1045;;2
8957;14/01/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,1667;0,47;0,1642;;6
8958;14/01/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,14;0,1667;0,54;0,1045;;6
8962;14/01/2012;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,14;0,1515;0,5;0,1343;;0
8965;14/01/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,2273;0,47;0;;14
8966;14/01/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,197;0,4;0,194;;28
8972;14/01/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2273;0,41;0,2537;;15
8973;14/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,2273;0,41;0,194;;21
8977;14/01/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,1364;0,47;0,3582;;4
8978;14/01/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,1515;0,47;0,2239;;5
898;09/02/2011;22;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,16;0,1667;0,8;0,1642;;4
8983;15/01/2012;4;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,16;0,1364;0,47;0,3881;;1
8985;15/01/2012;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,14;0,1212;0,5;0,2836;;1
8990;15/01/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,1515;0,47;0,2239;;21
8991;15/01/2012;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,18;0,1667;0,4;0,2985;;42
8993;15/01/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,1818;0,32;0,3582;;25
8998;15/01/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,1667;0,37;0,1642;;9
900;10/02/2011;0;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,14;0,1364;0,86;0,194;;0
9000;15/01/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,1667;0,4;0,1642;;1
9001;15/01/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,18;0,2121;0,37;0,0896;;2
9002;15/01/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,197;0,43;0,0896;;3
9003;16/01/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,14;0,1515;0,46;0,1343;;2
9004;16/01/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,14;0,1667;0,43;0,1045;;2
9006;16/01/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,12;0,197;0,5;0;;0
9016;16/01/2012;13;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,24;0,197;0,41;0,4179;;26
9019;16/01/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2273;0,44;0,3582;;22
902;10/02/2011;2;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,14;0,1515;0,8;0,1343;;0
9020;16/01/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2273;0,48;0,3284;;19
9022;16/01/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2424;0,56;0,2836;;10
9024;16/01/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,28;0,2576;0,52;0,3284;;3
9025;16/01/2012;22;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,3;0,2727;0,49;0,3582;;4
9027;17/01/2012;0;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,26;0,2273;0,7;0,3284;;0
9029;17/01/2012;2;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,28;0,2727;0,75;0,2537;;0
903;10/02/2011;4;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,14;0,1364;0,59;0,2239;;0
9033;17/01/2012;7;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,3;0,2879;0,81;0,2239;;5
9034;17/01/2012;8;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,3;0,2879;0,81;0,2836;;3
9037;17/01/2012;11;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,34;0,3485;0,87;0,1045;;2
9039;17/01/2012;13;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,38;0,3939;0,76;0,3284;;8
9044;17/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,46;0,4545;0,63;0,4478;;12
9051;18/01/2012;1;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,46;0,4545;0,77;0,3284;;0
9054;18/01/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,34;0,2879;0,46;0,5224;;0
9055;18/01/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,34;0,2879;0,46;0,5224;;0
9056;18/01/2012;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,34;0,2879;0,36;0,5224;;0
9058;18/01/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,3;0,2727;0,52;0,4179;;15
9059;18/01/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,28;0,2576;0,52;0,3284;;6
9060;18/01/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,3;0,2727;0,42;0,4627;;5
9066;18/01/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,28;0,2273;0,3;0,5224;;13
9068;18/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2121;0,32;0,3582;;8
9069;18/01/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,197;0,37;0,3881;;5
907;10/02/2011;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,1;0,0758;0,49;0,3284;;5
9070;18/01/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,2121;0,37;0,2537;;1
9071;18/01/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,1667;0,4;0,4179;;5
9072;18/01/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,18;0,1667;0,47;0,2537;;4
9073;18/01/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,16;0,1364;0,47;0,2985;;2
9075;19/01/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,14;0,1515;0,5;0,1642;;0
908;10/02/2011;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,12;0,1061;0,42;0,3582;;1
9084;19/01/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,14;0,2121;0,59;0;;10
9090;19/01/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2273;0,41;0,3284;;8
9091;19/01/2012;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,26;0,2273;0,44;0,3284;;21
9096;19/01/2012;22;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,26;0,2273;0,44;0,4179;;0
9097;19/01/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2273;0,48;0,3284;;1
9100;20/01/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2727;0,48;0,1343;;0
9102;20/01/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,2424;0,6;0,1045;;0
9113;20/01/2012;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2273;0,35;0,194;;12
9115;20/01/2012;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2576;0,32;0,0896;;9
9119;20/01/2012;21;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,2;0,2273;0,37;0,0896;;5
9123;21/01/2012;1;Heavy Rain + Ice Pallets + Thunderstorm + Mist, Snow + Fog;0,14;0,1364;0,86;0,194;;1
9124;21/01/2012;2;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,14;0,2121;0,86;0;;1
9128;21/01/2012;6;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,16;0,1667;0,93;0,1642;;0
9129;21/01/2012;7;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,16;0,1667;0,93;0,1642;;3
9132;21/01/2012;10;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,16;0,1515;0,93;0,2537;;0
9138;21/01/2012;16;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,2;0,1818;0,8;0,2985;;5
914;10/02/2011;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,197;0,25;0,2537;;0
9140;21/01/2012;18;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,2;0,1818;0,75;0,3881;;3
9143;21/01/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,18;0,1515;0,74;0,3284;;5
9147;22/01/2012;1;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,18;0,1667;0,74;0,2985;;1
9148;22/01/2012;2;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,18;0,1667;0,74;0,2836;;1
9149;22/01/2012;3;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,18;0,1667;0,69;0,2836;;1
915;10/02/2011;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,1818;0,27;0,2985;;4
9150;22/01/2012;4;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,16;0,1364;0,8;0,2836;;1
9152;22/01/2012;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,16;0,1515;0,74;0,2239;;0
9156;22/01/2012;10;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,16;0,1364;0,74;0,2836;;9
9157;22/01/2012;11;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,16;0,1515;0,8;0,2537;;18
9161;22/01/2012;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,16;0,1515;0,8;0,194;;27
9162;22/01/2012;16;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,16;0,1515;0,8;0,194;;12
9163;22/01/2012;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,16;0,1818;0,8;0,1045;;8
9167;22/01/2012;21;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,16;0,1818;0,86;0,1045;;8
9185;23/01/2012;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2121;1;0,2239;;10
9187;23/01/2012;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,24;0,2576;0,96;0,1045;;6
9189;23/01/2012;19;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,26;0,2576;0,93;0,1642;;9
9191;23/01/2012;21;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,26;0,2424;1;0,2836;;8
9192;23/01/2012;22;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,26;0,2424;1;0,2836;;4
9193;23/01/2012;23;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,28;0,2576;0,93;0,3284;;2
9194;24/01/2012;0;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,3;0,2879;1;0,2836;;6
9195;24/01/2012;1;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,32;0,303;0,93;0,2537;;2
92;05/01/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,2576;0,64;0;;0
9209;24/01/2012;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,4;0,4091;0,71;0,1642;;52
921;10/02/2011;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,12;0,197;0,39;0;;4
9212;24/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,4;0,4091;0,62;0,0896;;32
9213;24/01/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,44;0,4394;0,51;0,0896;;20
9222;25/01/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2424;0,7;0,2836;;0
9226;25/01/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2273;0,7;0,2537;;18
9228;25/01/2012;10;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,26;0,2273;0,7;0,3284;;30
9231;25/01/2012;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,34;0,3333;0,49;0,1343;;63
9236;25/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,32;0,3333;0,66;0,1343;;24
9238;25/01/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,32;0,3182;0,61;0,194;;10
9239;25/01/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,3;0,3333;0,65;0;;19
9243;26/01/2012;1;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,28;0,3182;0,75;0;;5
9245;26/01/2012;3;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,28;0,303;0,75;0,0896;;1
9246;26/01/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,28;0,3182;0,75;0;;0
9247;26/01/2012;5;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,3;0,3182;0,75;0,1045;;0
9249;26/01/2012;7;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,28;0,303;0,81;0,0896;;11
925;11/02/2011;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,1;0,1364;0,54;0,0896;;0
9251;26/01/2012;9;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,3;0,3333;0,81;0;;18
9252;26/01/2012;10;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,3;0,303;0,81;0,1343;;16
9253;26/01/2012;11;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,3;0,3182;0,87;0,1045;;11
9258;26/01/2012;16;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,4;0,4091;0,71;0,0896;;15
9260;26/01/2012;18;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,42;0,4242;0,71;0;;12
9263;26/01/2012;21;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,4;0,4091;0,76;0,1045;;8
9264;26/01/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,38;0,3939;0,82;0,1045;;3
927;11/02/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,1;0,1818;0,68;0;;1
9270;27/01/2012;4;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,4;0,4091;1;0,2985;;1
9272;27/01/2012;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,42;0,4242;1;0,3284;;0
9273;27/01/2012;7;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,42;0,4242;1;0,2985;;6
9276;27/01/2012;10;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,48;0,4697;1;0,1642;;9
928;11/02/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,08;0,1667;0,73;0;;1
9282;27/01/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,44;0,4394;0,51;0,5522;;26
9284;27/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,4;0,4091;0,5;0,4925;;20
9286;27/01/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,34;0,303;0,53;0,3582;;6
9292;28/01/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,303;0,6;0;;3
9293;28/01/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2879;0,6;0,0896;;1
930;11/02/2011;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,12;0,1212;0,74;0,2239;;8
9300;28/01/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2727;0,7;0,1343;;27
9303;28/01/2012;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,34;0,3182;0,57;0,2537;;80
9307;28/01/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,42;0,4242;0,44;0,3881;;57
9308;28/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,42;0,4242;0,41;0,2239;;40
9313;28/01/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,32;0,3182;0,31;0,194;;6
9315;29/01/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,3;0,2727;0,28;0,3582;;5
9317;29/01/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2576;0,28;0,194;;4
9319;29/01/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,2121;0,51;0,1343;;1
932;11/02/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,2273;0,47;0,1343;;12
9321;29/01/2012;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,2121;0,37;0,1343;;0
9328;29/01/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,32;0,303;0,26;0,2537;;51
9329;29/01/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,36;0,3333;0,25;0,2836;;68
9330;29/01/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,36;0,3333;0,21;0,4179;;54
9331;29/01/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,36;0,3333;0,21;0,4179;;33
9332;29/01/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,34;0,303;0,23;0,3582;;17
9334;29/01/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,3;0,2879;0,39;0,2239;;13
9338;30/01/2012;0;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,32;0,2879;0,26;0,4179;;0
